query_key,category,scenario,endpoint,symbol_type,indicator_id,req_unique_id,attrs_json,time_range_json,template,periods,metric_name,english_name,description,aliases,is_interval_metric,period_values_json,exchange,access_guide
7|开盘价|Open Price,security,metric_lookup,snapshot,market_code,7,7,"{""trade_class"":{""children"":null,""default"":""intraday"",""enum_options"":[{""label"":""盘前"",""value"":""pre_market""},{""label"":""盘中"",""value"":""intraday""},{""label"":""盘后"",""value"":""post_market""}],""example"":""intraday"",""name"":""trade_class"",""query_type"":""enum"",""required"":""1"",""source"":""legacy""}}",{},stock-detail.json,snapshot,开盘价,Open Price,"#### 1、定义：
开盘价是指股票在交易日的开盘时刻，通过集合竞价形成的第一笔成交价格。它是股票交易日的起始价格，对投资者的交易决策具有重要的参考价值。

#### 2、别名：
- 开盘价
- 开市价

#### 3、特征：
- 开盘价是交易日的第一笔成交价格，具有起始性和指导性。
- 开盘价的形成是通过集合竞价机制，反映了市场在开盘前的供需关系。
- 开盘价与前一交易日的收盘价相比，可以反映出市场情绪的变化，对投资者的交易决策具有指导意义。
- 开盘价的波动性较大，容易受到市场消息、投资者情绪等因素的影响。

#### 4、在投资过程中发挥的作用：
  - 开盘价可以作为投资者判断市场情绪和趋势的参考，帮助投资者做出交易决策。
  - 开盘价的变动可以反映出市场对某只股票的关注度和预期，对投资者的买卖决策具有指导意义。
  - 开盘价与前一交易日的收盘价相比，可以形成跳空缺口，对技术分析具有重要意义。跳空缺口可能预示着市场趋势的转变，对投资者的交易策略产生影响。

#### 5、使用该指标需要注意的事项：
  - 开盘价容易受到市场消息、投资者情绪等因素的影响，投资者在使用开盘价作为交易参考时，应结合其他技术指标和市场信息进行综合分析。
  - 开盘价的波动性较大，投资者应保持谨慎，避免盲目跟风。
  - 开盘价仅是交易日的起始价格，投资者在进行交易决策时，还需关注股票的全天交易情况，以及市场的整体走势。
  - 开盘价的形成受到集合竞价机制的影响，投资者应了解集合竞价的规则和原理，以便更好地利用开盘价进行投资决策。

#### 6、特殊注意事项：
<font color =""red"">开盘价在开线周期存在除权复权的问题，在获取K线的开盘价时，需要根据实际需求，来取对应的开盘价（除权、前复权、后复权）。
具体除复权取数参数请参考取数协议</font>",,false,[],"UUS,89,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F,UAOS",STANDARD_SNAPSHOT
7|开盘价|Open Price,security,metric_lookup,snapshot,market_code,7,7,"{""trade_class"":{""children"":null,""default"":""intraday"",""enum_options"":[{""label"":""盘前"",""value"":""pre_market""},{""label"":""盘中"",""value"":""intraday""},{""label"":""盘后"",""value"":""post_market""}],""example"":""intraday"",""name"":""trade_class"",""query_type"":""enum"",""required"":""1"",""source"":""legacy""}}",{},stock-detail.json,snapshot,开盘价,Open Price,"#### 1、定义：
开盘价是指股票在交易日的开盘时刻，通过集合竞价形成的第一笔成交价格。它是股票交易日的起始价格，对投资者的交易决策具有重要的参考价值。

#### 2、别名：
- 开盘价
- 开市价

#### 3、特征：
- 开盘价是交易日的第一笔成交价格，具有起始性和指导性。
- 开盘价的形成是通过集合竞价机制，反映了市场在开盘前的供需关系。
- 开盘价与前一交易日的收盘价相比，可以反映出市场情绪的变化，对投资者的交易决策具有指导意义。
- 开盘价的波动性较大，容易受到市场消息、投资者情绪等因素的影响。

#### 4、在投资过程中发挥的作用：
  - 开盘价可以作为投资者判断市场情绪和趋势的参考，帮助投资者做出交易决策。
  - 开盘价的变动可以反映出市场对某只股票的关注度和预期，对投资者的买卖决策具有指导意义。
  - 开盘价与前一交易日的收盘价相比，可以形成跳空缺口，对技术分析具有重要意义。跳空缺口可能预示着市场趋势的转变，对投资者的交易策略产生影响。

#### 5、使用该指标需要注意的事项：
  - 开盘价容易受到市场消息、投资者情绪等因素的影响，投资者在使用开盘价作为交易参考时，应结合其他技术指标和市场信息进行综合分析。
  - 开盘价的波动性较大，投资者应保持谨慎，避免盲目跟风。
  - 开盘价仅是交易日的起始价格，投资者在进行交易决策时，还需关注股票的全天交易情况，以及市场的整体走势。
  - 开盘价的形成受到集合竞价机制的影响，投资者应了解集合竞价的规则和原理，以便更好地利用开盘价进行投资决策。

#### 6、特殊注意事项：
<font color =""red"">开盘价在开线周期存在除权复权的问题，在获取K线的开盘价时，需要根据实际需求，来取对应的开盘价（除权、前复权、后复权）。
具体除复权取数参数请参考取数协议</font>",,false,[],"UUS,89,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F,UAOS",STANDARD_SNAPSHOT
10|最新价|Current Price,security,metric_lookup,snapshot,market_code,10,10,"{""trade_class"":{""children"":null,""default"":""intraday"",""enum_options"":[{""label"":""盘前"",""value"":""pre_market""},{""label"":""盘中"",""value"":""intraday""},{""label"":""盘后"",""value"":""post_market""}],""example"":""intraday"",""name"":""trade_class"",""query_type"":""enum"",""required"":""1"",""source"":""legacy""}}",{},stock-detail.json,snapshot,最新价,Current Price,最新价,,false,[],"UUS,89,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F,UAOS",STANDARD_SNAPSHOT
10|最新价|Current Price,security,metric_lookup,snapshot,market_code,10,10,"{""trade_class"":{""children"":null,""default"":""intraday"",""enum_options"":[{""label"":""盘前"",""value"":""pre_market""},{""label"":""盘中"",""value"":""intraday""},{""label"":""盘后"",""value"":""post_market""}],""example"":""intraday"",""name"":""trade_class"",""query_type"":""enum"",""required"":""1"",""source"":""legacy""}}",{},stock-detail.json,snapshot,最新价,Current Price,最新价,,false,[],"UUS,89,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F,UAOS",STANDARD_SNAPSHOT
10|最新价|Current Price,security,metric_lookup,snapshot,market_code,10,10,"{""trade_class"":{""children"":null,""default"":""intraday"",""enum_options"":[{""label"":""盘前"",""value"":""pre_market""},{""label"":""盘中"",""value"":""intraday""},{""label"":""盘后"",""value"":""post_market""}],""example"":""intraday"",""name"":""trade_class"",""query_type"":""enum"",""required"":""1"",""source"":""legacy""}}",{},stock-detail.json,snapshot,最新价,Current Price,最新价,,false,[],"UUS,89,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F,UAOS",STANDARD_SNAPSHOT
10|最新价|Current Price,security,metric_lookup,snapshot,market_code,10,10,"{""trade_class"":{""children"":null,""default"":""intraday"",""enum_options"":[{""label"":""盘前"",""value"":""pre_market""},{""label"":""盘中"",""value"":""intraday""},{""label"":""盘后"",""value"":""post_market""}],""example"":""intraday"",""name"":""trade_class"",""query_type"":""enum"",""required"":""1"",""source"":""legacy""}}",{},stock-detail.json,snapshot,最新价,Current Price,最新价,,false,[],"UUS,89,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F,UAOS",STANDARD_SNAPSHOT
10|最新价|Current Price,security,metric_lookup,snapshot,market_code,10,10,"{""trade_class"":{""children"":null,""default"":""intraday"",""enum_options"":[{""label"":""盘前"",""value"":""pre_market""},{""label"":""盘中"",""value"":""intraday""},{""label"":""盘后"",""value"":""post_market""}],""example"":""intraday"",""name"":""trade_class"",""query_type"":""enum"",""required"":""1"",""source"":""legacy""}}",{},stock-detail.json,snapshot,最新价,Current Price,最新价,,false,[],"UUS,89,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F,UAOS",STANDARD_SNAPSHOT
10|最新价|Current Price,security,metric_lookup,snapshot,market_code,10,10,"{""trade_class"":{""children"":null,""default"":""intraday"",""enum_options"":[{""label"":""盘前"",""value"":""pre_market""},{""label"":""盘中"",""value"":""intraday""},{""label"":""盘后"",""value"":""post_market""}],""example"":""intraday"",""name"":""trade_class"",""query_type"":""enum"",""required"":""1"",""source"":""legacy""}}",{},stock-detail.json,snapshot,最新价,Current Price,最新价,,false,[],"UUS,89,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F,UAOS",STANDARD_SNAPSHOT
next_redeem_price|下次赎回价|Next Call Price,security,metric_lookup,snapshot,market_code,next_redeem_price,next_redeem_price,{},{},stock-detail.json,snapshot,下次赎回价,Next Call Price,“下一个赎回价” 指一只附有发行人赎回权的债券中，如果发行人在 “下一个赎回日” 选择行使赎回权，其必须向债券持有人支付的、为赎回每单位面值（通常为100）的债券所支付的特定价格。此价格由债券发行条款预先约定，通常以债券面值的百分比表示（如“面值的102%”），且通常包含一笔赎回溢价，以补偿投资者因债券被提前终止而遭受的潜在损失。该价格是计算债券赎回收益率、评估发行人赎回动机以及确定债券价格理论上限的关键输入变量。,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SNAPSHOT
next_resale_price|下次回售价|Next Put Price,security,metric_lookup,snapshot,market_code,next_resale_price,next_resale_price,{},{},stock-detail.json,snapshot,下次回售价,Next Put Price,“下一个回售价” 指一只附有投资者回售权的债券中，如果债券持有人在 “下一个回售日” 选择行使回售权，其可以向发行人卖回每单位面值债券所获得的特定价格。此价格由债券发行条款预先约定，通常以债券面值的百分比表示（如“面值的100%”或“面值加应计利息”），为投资者提供了确定的本金回收保障。该价格是计算债券回售收益率、评估回售权价值以及判断投资者行权动机的关键依据。,,false,[],"UUS,UDC,UBAX,UBAF,U31X,U31F,U32X,U32F",STANDARD_SNAPSHOT
etf_holdings_market_value_change_rate|持仓市值变动率|Holdings Market Value Change Rate,security,metric_lookup,snapshot,market_code,etf_holdings_market_value_change_rate,etf_holdings_market_value_change_rate,"{""match_code"":{""children"":[],""default"":""171:WUGI"",""enum_options"":[],""example"":"""",""name"":""match_code"",""query_type"":""string"",""required"":""1"",""source"":""table""}}",{},stock-detail.json,snapshot,持仓市值变动率,Holdings Market Value Change Rate,ETF 持仓股最近 1 个月市值变动率,,false,[],UUS,STANDARD_SNAPSHOT
etf_holdings_count_change_rate|持仓股份额变动率|Holdings Count Change Rate,security,metric_lookup,snapshot,market_code,etf_holdings_count_change_rate,etf_holdings_count_change_rate,"{""match_code"":{""children"":[],""default"":""171:WUGI"",""enum_options"":[],""example"":"""",""name"":""match_code"",""query_type"":""string"",""required"":""1"",""source"":""table""}}",{},stock-detail.json,snapshot,持仓股份额变动率,Holdings Count Change Rate,ETF 持仓股最近 1 个月内的份额变动率,,false,[],UUS,STANDARD_SNAPSHOT
macro_category|经济主题|Category,security,metric_lookup,snapshot,market_code,macro_category,macro_category,{},{},stock-detail.json,snapshot,经济主题,Category,GDP,,false,[],INNER5,STANDARD_SNAPSHOT
macro_about|概述|About,security,metric_lookup,snapshot,market_code,macro_about,macro_about,{},{},stock-detail.json,snapshot,概述,About,The gross domestic product (GDP) measures of national income and output for a given country's economy. The gross domestic product (GDP) is equal to the total expenditures for all final goods and services produced within the country in a stipulated period of time.,,false,[],INNER5,STANDARD_SNAPSHOT
